,snr,machine,id,condition,file,path,y_array,ftt
2389,+6b,valve,id_04,normal,00000331.wav,+6b/valve/id_04/normal/00000331.wav,"[-2.3765564e-03 -1.6975403e-03 -1.5830994e-03 ...  5.4168701e-04
  7.4768066e-04  8.3923340e-05]","[[0.09304279]
 [0.0999189 ]
 [0.03241156]
 ...
 [0.00238129]
 [0.00123266]
 [0.00046749]]"
2390,+6b,valve,id_04,normal,00000332.wav,+6b/valve/id_04/normal/00000332.wav,[0.00126648 0.00038528 0.00043869 ... 0.0041275  0.00265884 0.00245285],"[[0.17124598]
 [0.26676068]
 [0.29729605]
 ...
 [0.01067125]
 [0.03400337]
 [0.0512777 ]]"
2391,+6b,valve,id_04,normal,00000333.wav,+6b/valve/id_04/normal/00000333.wav,"[-0.00400162 -0.00373459 -0.00478745 ...  0.00188828  0.00221634
  0.00225449]","[[0.07021751]
 [0.12140697]
 [0.0685958 ]
 ...
 [0.0054267 ]
 [0.0020236 ]
 [0.00808072]]"
2392,+6b,valve,id_04,normal,00000334.wav,+6b/valve/id_04/normal/00000334.wav,"[-0.00300598 -0.00260162 -0.00207901 ...  0.00151062  0.00234985
  0.00246048]","[[0.3451373 ]
 [0.2719013 ]
 [0.21725057]
 ...
 [0.06494313]
 [0.10147431]
 [0.12144137]]"
2393,+6b,valve,id_04,normal,00000335.wav,+6b/valve/id_04/normal/00000335.wav,"[-0.00194931 -0.00190735 -0.00069809 ...  0.0037117   0.00281525
  0.00244904]","[[0.19493413]
 [0.09626479]
 [0.05143184]
 ...
 [0.0021541 ]
 [0.00159168]
 [0.00595428]]"
2394,+6b,valve,id_04,normal,00000336.wav,+6b/valve/id_04/normal/00000336.wav,[0.00237656 0.00187683 0.00166702 ... 0.01049042 0.01831818 0.00917053],"[[0.40559897]
 [0.41773877]
 [0.25366408]
 ...
 [0.00991565]
 [0.0014829 ]
 [0.00927362]]"
2395,+6b,valve,id_04,normal,00000337.wav,+6b/valve/id_04/normal/00000337.wav,"[ 0.02288055  0.02346802  0.02035904 ... -0.00138092 -0.00139999
 -0.00113678]","[[0.2570067 ]
 [0.29428   ]
 [0.4516515 ]
 ...
 [0.01034288]
 [0.00950131]
 [0.00986422]]"
2396,+6b,valve,id_04,normal,00000338.wav,+6b/valve/id_04/normal/00000338.wav,[0.00108337 0.00078964 0.00080872 ... 0.00283432 0.0030632  0.00357819],"[[0.09535338]
 [0.06117708]
 [0.13932382]
 ...
 [0.00731982]
 [0.01009984]
 [0.01516563]]"
2397,+6b,valve,id_04,normal,00000339.wav,+6b/valve/id_04/normal/00000339.wav,"[-0.00135422 -0.00112915 -0.0015831  ...  0.00269699  0.00289536
  0.00300598]","[[0.10920143]
 [0.11123008]
 [0.05647101]
 ...
 [0.00276725]
 [0.00208622]
 [0.00180716]]"
2398,+6b,valve,id_04,normal,00000340.wav,+6b/valve/id_04/normal/00000340.wav,"[ 0.00019455  0.00064087  0.00358963 ...  0.00122833 -0.00065231
 -0.0015831 ]","[[0.23141374]
 [0.13264704]
 [0.0423162 ]
 ...
 [0.02597134]
 [0.01712104]
 [0.04728127]]"
2399,+6b,valve,id_04,normal,00000341.wav,+6b/valve/id_04/normal/00000341.wav,"[ 0.00105667  0.00262451  0.00207901 ... -0.00334167 -0.00429535
 -0.00416946]","[[0.17761384]
 [0.16577934]
 [0.26686057]
 ...
 [0.00667637]
 [0.00865339]
 [0.00847579]]"
2400,+6b,valve,id_04,normal,00000342.wav,+6b/valve/id_04/normal/00000342.wav,[0.00356674 0.0043602  0.00466537 ... 0.00382233 0.00421524 0.00415802],"[[0.20113952]
 [0.09329388]
 [0.10135972]
 ...
 [0.00067911]
 [0.00426734]
 [0.00658362]]"
2401,+6b,valve,id_04,normal,00000343.wav,+6b/valve/id_04/normal/00000343.wav,"[-0.00963211 -0.00977325 -0.00972748 ... -0.00025177 -0.00068283
 -0.00093842]","[[0.1195094 ]
 [0.13116968]
 [0.01356697]
 ...
 [0.01894134]
 [0.0114491 ]
 [0.00671177]]"
2402,+6b,valve,id_04,normal,00000344.wav,+6b/valve/id_04/normal/00000344.wav,[0.00149155 0.00156403 0.00102615 ... 0.00050735 0.00027084 0.00034332],"[[0.10213929]
 [0.01264177]
 [0.2907114 ]
 ...
 [0.00283369]
 [0.00387474]
 [0.00687864]]"
2403,+6b,valve,id_04,normal,00000345.wav,+6b/valve/id_04/normal/00000345.wav,[0.00110245 0.00077438 0.00158691 ... 0.00337601 0.00389099 0.00329971],"[[0.0979334 ]
 [0.05544829]
 [0.04636578]
 ...
 [0.01461733]
 [0.00951316]
 [0.00200669]]"
2404,+6b,valve,id_04,normal,00000346.wav,+6b/valve/id_04/normal/00000346.wav,[0.00299454 0.00330734 0.00379181 ... 0.00057983 0.00047302 0.00069046],"[[0.2325142 ]
 [0.26074004]
 [0.15021397]
 ...
 [0.00747911]
 [0.01228616]
 [0.00791801]]"
2405,+6b,valve,id_04,normal,00000347.wav,+6b/valve/id_04/normal/00000347.wav,"[-0.00195312 -0.00279617 -0.00233078 ...  0.0004921  -0.00070572
 -0.00053787]","[[4.35745239e-01]
 [3.73007685e-01]
 [1.03010744e-01]
 ...
 [1.52440544e-03]
 [7.05331971e-04]
 [1.35486800e-04]]"
2406,+6b,valve,id_04,normal,00000348.wav,+6b/valve/id_04/normal/00000348.wav,"[-0.0050087  -0.00481796 -0.00439072 ...  0.00189209  0.0019722
  0.00229645]","[[0.09331039]
 [0.15645707]
 [0.2042171 ]
 ...
 [0.0062171 ]
 [0.0025311 ]
 [0.00288952]]"
2407,+6b,valve,id_04,normal,00000349.wav,+6b/valve/id_04/normal/00000349.wav,"[ 3.7956238e-03  3.4866333e-03  3.5171509e-03 ... -1.2130737e-03
 -6.3323975e-04  6.8664551e-05]","[[0.412281  ]
 [0.3363317 ]
 [0.36130032]
 ...
 [0.00793434]
 [0.01101789]
 [0.01535096]]"
2408,+6b,valve,id_04,normal,00000350.wav,+6b/valve/id_04/normal/00000350.wav,"[-0.00070572 -0.0026207  -0.00320053 ... -0.00342941 -0.00310516
 -0.0033493 ]","[[0.0626932 ]
 [0.22818209]
 [0.29315057]
 ...
 [0.01256176]
 [0.00962396]
 [0.00625986]]"
2409,+6b,valve,id_04,normal,00000351.wav,+6b/valve/id_04/normal/00000351.wav,"[ 0.00068283  0.00111389  0.00084305 ... -0.00152969 -0.00223923
 -0.00214005]","[[0.2757263 ]
 [0.14671132]
 [0.13180569]
 ...
 [0.00143691]
 [0.00677322]
 [0.01495076]]"
2410,+6b,valve,id_04,normal,00000352.wav,+6b/valve/id_04/normal/00000352.wav,"[ 8.3541870e-04  9.6511841e-04  9.1171265e-04 ...  1.1062622e-04
 -6.4849854e-05 -7.4386597e-04]","[[0.10420319]
 [0.11447424]
 [0.15768994]
 ...
 [0.00186442]
 [0.00568016]
 [0.00714698]]"
2411,+6b,valve,id_04,normal,00000353.wav,+6b/valve/id_04/normal/00000353.wav,"[-0.00467682 -0.00539017 -0.00606155 ...  0.00035095  0.00092316
  0.00074387]","[[0.01337949]
 [0.04124146]
 [0.06192549]
 ...
 [0.09730748]
 [0.19746192]
 [0.27001598]]"
2412,+6b,valve,id_04,normal,00000354.wav,+6b/valve/id_04/normal/00000354.wav,"[-0.00112915 -0.00193405 -0.00180054 ...  0.00054169 -0.00048828
 -0.00048447]","[[4.9440837e-01]
 [2.6672351e-01]
 [5.0454760e-01]
 ...
 [1.7703474e-03]
 [1.1732399e-03]
 [4.5014938e-05]]"
2413,+6b,valve,id_04,normal,00000355.wav,+6b/valve/id_04/normal/00000355.wav,"[-0.00708771 -0.00938797 -0.00905609 ...  0.0003891   0.00157166
  0.00242615]","[[0.13282537]
 [0.07283457]
 [0.00969008]
 ...
 [0.00078457]
 [0.00083051]
 [0.00191765]]"
2414,+6b,valve,id_04,normal,00000356.wav,+6b/valve/id_04/normal/00000356.wav,"[-1.0871887e-03 -9.8419189e-04 -7.8964233e-04 ...  6.0653687e-04
 -1.7929077e-04  7.6293945e-05]","[[0.41373822]
 [0.41913092]
 [0.04371785]
 ...
 [0.00172341]
 [0.00473693]
 [0.0037605 ]]"
2415,+6b,valve,id_04,normal,00000357.wav,+6b/valve/id_04/normal/00000357.wav,"[-0.0004425   0.0001564   0.00025177 ...  0.00170517  0.00131989
  0.00181198]","[[0.6372889 ]
 [0.5633191 ]
 [0.37879285]
 ...
 [0.02535852]
 [0.02999274]
 [0.02158144]]"
2416,+6b,valve,id_04,normal,00000358.wav,+6b/valve/id_04/normal/00000358.wav,"[ 1.1596680e-03  2.6702881e-04 -8.3923340e-05 ... -1.1787415e-03
 -8.9263916e-04 -4.0817261e-04]","[[0.7176707 ]
 [0.48778823]
 [0.01305331]
 ...
 [0.00849211]
 [0.00768945]
 [0.00533117]]"
2417,+6b,valve,id_04,normal,00000359.wav,+6b/valve/id_04/normal/00000359.wav,"[ 0.00093842  0.00141525  0.00226212 ... -0.00169373 -0.00121307
 -0.00136185]","[[0.12155212]
 [0.10469452]
 [0.13093984]
 ...
 [0.01488303]
 [0.0210871 ]
 [0.0246425 ]]"
2418,+6b,valve,id_04,normal,00000360.wav,+6b/valve/id_04/normal/00000360.wav,"[-9.6130371e-04 -8.4686279e-04  2.6702881e-05 ...  5.2642822e-03
  2.7732849e-03  2.7008057e-03]","[[0.51400685]
 [0.4569977 ]
 [0.22643982]
 ...
 [0.0034969 ]
 [0.00738804]
 [0.01216793]]"
2419,+6b,valve,id_04,normal,00000361.wav,+6b/valve/id_04/normal/00000361.wav,[0.00048447 0.0016098  0.00231171 ... 0.00120163 0.00273132 0.0025444 ],"[[0.01807562]
 [0.06195968]
 [0.24631536]
 ...
 [0.00640587]
 [0.00788409]
 [0.0096236 ]]"
2420,+6b,valve,id_04,normal,00000362.wav,+6b/valve/id_04/normal/00000362.wav,[0.00217819 0.00145721 0.00111771 ... 0.00204849 0.00179291 0.00137329],"[[0.0364404 ]
 [0.02365975]
 [0.15043138]
 ...
 [0.0002532 ]
 [0.00113661]
 [0.00120693]]"
2421,+6b,valve,id_04,normal,00000363.wav,+6b/valve/id_04/normal/00000363.wav,"[3.0097961e-03 3.4523010e-03 4.1427612e-03 ... 6.8664551e-05 9.1934204e-04
 1.2130737e-03]","[[0.09356546]
 [0.04301547]
 [0.0445088 ]
 ...
 [0.02904939]
 [0.04184581]
 [0.03904623]]"
2422,+6b,valve,id_04,normal,00000364.wav,+6b/valve/id_04/normal/00000364.wav,[0.00166321 0.00189972 0.00221252 ... 0.00235367 0.00203323 0.00169373],"[[0.39599305]
 [0.38853753]
 [0.15332262]
 ...
 [0.00234516]
 [0.00503997]
 [0.00478984]]"
2423,+6b,valve,id_04,normal,00000365.wav,+6b/valve/id_04/normal/00000365.wav,"[-0.00247955 -0.00307465 -0.00202179 ...  0.00175095  0.00304794
  0.00019073]","[[0.00171795]
 [0.05432292]
 [0.04599763]
 ...
 [0.00021996]
 [0.00153733]
 [0.00277496]]"
2424,+6b,valve,id_04,normal,00000366.wav,+6b/valve/id_04/normal/00000366.wav,[0.00547409 0.00517654 0.00389862 ... 0.00146103 0.00173187 0.00218201],"[[0.12955435]
 [0.3529817 ]
 [0.5733114 ]
 ...
 [0.0106203 ]
 [0.02150076]
 [0.02616329]]"
2425,+6b,valve,id_04,normal,00000367.wav,+6b/valve/id_04/normal/00000367.wav,"[-0.00103378 -0.00156784 -0.00337601 ...  0.00237656  0.00220871
  0.00243759]","[[0.0163411 ]
 [0.12379245]
 [0.21214086]
 ...
 [0.00599428]
 [0.00573803]
 [0.00038233]]"
2426,+6b,valve,id_04,normal,00000368.wav,+6b/valve/id_04/normal/00000368.wav,[0.00143051 0.00126266 0.0012207  ... 0.00011444 0.00219345 0.00227356],"[[0.03492187]
 [0.06383792]
 [0.04569635]
 ...
 [0.11636463]
 [0.0084323 ]
 [0.13614765]]"
2427,+6b,valve,id_04,normal,00000369.wav,+6b/valve/id_04/normal/00000369.wav,"[-0.00072479  0.00036621  0.00056839 ...  0.00511551  0.00530624
  0.00309753]","[[0.2955114 ]
 [0.31754997]
 [0.10009424]
 ...
 [0.00516747]
 [0.00182133]
 [0.00259318]]"
2428,+6b,valve,id_04,normal,00000370.wav,+6b/valve/id_04/normal/00000370.wav,"[-0.00828934 -0.00355148  0.00026321 ... -0.00242233 -0.00242233
 -0.00275803]","[[0.31321287]
 [0.18567054]
 [0.00338958]
 ...
 [0.04225033]
 [0.04128582]
 [0.04099452]]"
2429,+6b,valve,id_04,normal,00000371.wav,+6b/valve/id_04/normal/00000371.wav,"[ 0.0030365   0.00327301  0.0021286  ... -0.0044632  -0.00475693
 -0.00481796]","[[0.13202673]
 [0.33855453]
 [0.68181753]
 ...
 [0.01377554]
 [0.01112415]
 [0.00280002]]"
2430,+6b,valve,id_04,normal,00000372.wav,+6b/valve/id_04/normal/00000372.wav,"[-0.0004425  -0.00077438 -0.00020599 ... -0.00119781 -0.00126266
 -0.00150681]","[[0.03879793]
 [0.064373  ]
 [0.02444865]
 ...
 [0.003377  ]
 [0.00201515]
 [0.01323167]]"
2431,+6b,valve,id_04,normal,00000373.wav,+6b/valve/id_04/normal/00000373.wav,"[-0.00133896 -0.00055695  0.00013733 ...  0.00172424  0.00124359
  0.00115204]","[[0.13086998]
 [0.12184183]
 [0.09579606]
 ...
 [0.00257394]
 [0.00518098]
 [0.01006794]]"
2432,+6b,valve,id_04,normal,00000374.wav,+6b/valve/id_04/normal/00000374.wav,"[-0.00041199 -0.0001564  -0.00043106 ... -0.00029755 -0.00053024
 -0.00039291]","[[0.37638322]
 [0.44719777]
 [0.5292815 ]
 ...
 [0.00457101]
 [0.00638324]
 [0.00266129]]"
2433,+6b,valve,id_04,normal,00000375.wav,+6b/valve/id_04/normal/00000375.wav,"[-0.00371933 -0.00365448 -0.00366592 ...  0.00112915 -0.00046539
 -0.00191498]","[[3.0285636e-01]
 [5.7440889e-01]
 [9.1733676e-01]
 ...
 [1.9888207e-03]
 [2.1036701e-04]
 [2.9259943e-03]]"
2434,+6b,valve,id_04,normal,00000376.wav,+6b/valve/id_04/normal/00000376.wav,"[-0.00118637 -0.00072098 -0.0003891  ... -0.00085831 -0.00084305
  0.00034714]","[[0.31464946]
 [0.31548816]
 [0.2730729 ]
 ...
 [0.00577724]
 [0.00568882]
 [0.00579103]]"
2435,+6b,valve,id_04,normal,00000377.wav,+6b/valve/id_04/normal/00000377.wav,"[-0.00297165 -0.00204086 -0.00037384 ...  0.00435638  0.00398636
  0.00405121]","[[0.01472708]
 [0.04859811]
 [0.2623311 ]
 ...
 [0.00493444]
 [0.0006393 ]
 [0.00505497]]"
2436,+6b,valve,id_04,normal,00000378.wav,+6b/valve/id_04/normal/00000378.wav,"[-7.5531006e-04 -4.1961670e-04 -1.5258789e-05 ...  5.6457520e-04
 -2.2506714e-04  1.1062622e-04]","[[0.0490901 ]
 [0.04675967]
 [0.21777517]
 ...
 [0.00769396]
 [0.00740205]
 [0.00374798]]"
2437,+6b,valve,id_04,normal,00000379.wav,+6b/valve/id_04/normal/00000379.wav,"[-0.0002327  -0.00056839 -0.00082779 ... -0.00080872 -0.00048828
  0.00082016]","[[0.18221581]
 [0.12671521]
 [0.03131785]
 ...
 [0.06018414]
 [0.01262248]
 [0.01464586]]"
2438,+6b,valve,id_04,normal,00000380.wav,+6b/valve/id_04/normal/00000380.wav,[0.00283813 0.00222397 0.00168228 ... 0.00207138 0.00239563 0.00245667],"[[0.21988182]
 [0.3431792 ]
 [0.3037631 ]
 ...
 [0.0102756 ]
 [0.01059629]
 [0.01047697]]"
2439,+6b,valve,id_04,normal,00000381.wav,+6b/valve/id_04/normal/00000381.wav,"[ 0.00117111  0.0005188   0.00025177 ... -0.00237656 -0.00289536
 -0.00321198]","[[0.04683328]
 [0.07899317]
 [0.31141856]
 ...
 [0.00687385]
 [0.00382186]
 [0.00184097]]"
2440,+6b,valve,id_04,normal,00000382.wav,+6b/valve/id_04/normal/00000382.wav,"[-1.1444092e-05  2.3269653e-04  1.9149780e-03 ...  2.9983521e-03
  2.1438599e-03  1.7814636e-03]","[[0.15421796]
 [0.28726548]
 [0.2832016 ]
 ...
 [0.00189259]
 [0.00701653]
 [0.00707195]]"
2441,+6b,valve,id_04,normal,00000383.wav,+6b/valve/id_04/normal/00000383.wav,"[ 0.00377274  0.00391769  0.00406265 ... -0.00216675 -0.00294113
 -0.00351334]","[[0.18055986]
 [0.3710251 ]
 [0.35072187]
 ...
 [0.00481266]
 [0.0123664 ]
 [0.01887227]]"
2442,+6b,valve,id_04,normal,00000384.wav,+6b/valve/id_04/normal/00000384.wav,"[-0.00107193 -0.00179291 -0.00179672 ... -0.00258255 -0.0008812
 -0.00325012]","[[0.10198657]
 [0.0172897 ]
 [0.4040702 ]
 ...
 [0.00545917]
 [0.00153776]
 [0.00658887]]"
2443,+6b,valve,id_04,normal,00000385.wav,+6b/valve/id_04/normal/00000385.wav,"[-0.0062561  -0.00431442 -0.00442886 ... -0.00216293 -0.00123215
 -0.00079346]","[[0.13774382]
 [0.02717452]
 [0.16466981]
 ...
 [0.00449346]
 [0.00323454]
 [0.00749133]]"
2444,+6b,valve,id_04,normal,00000386.wav,+6b/valve/id_04/normal/00000386.wav,"[-8.1253052e-04 -1.0604858e-03 -1.6403198e-03 ... -9.0408325e-04
 -4.3487549e-04  6.8664551e-05]","[[0.29353487]
 [0.37827286]
 [0.35542884]
 ...
 [0.00122251]
 [0.00278958]
 [0.00914455]]"
2445,+6b,valve,id_04,normal,00000387.wav,+6b/valve/id_04/normal/00000387.wav,"[-0.00283813 -0.00349045 -0.00285721 ... -0.00162125 -0.00220871
 -0.00270081]","[[0.5414224 ]
 [0.6032711 ]
 [0.62207615]
 ...
 [0.09552155]
 [0.06820434]
 [0.03201875]]"
2446,+6b,valve,id_04,normal,00000388.wav,+6b/valve/id_04/normal/00000388.wav,"[-0.00037766 -0.00091171 -0.00111389 ... -0.00421906 -0.00385284
 -0.0036087 ]","[[0.20061296]
 [0.16179542]
 [0.53951263]
 ...
 [0.01155946]
 [0.00413656]
 [0.01125747]]"
2447,+6b,valve,id_04,normal,00000389.wav,+6b/valve/id_04/normal/00000389.wav,"[-0.00291061 -0.00192261 -0.00108337 ... -0.00410843 -0.00346375
 -0.00279617]","[[0.05913597]
 [0.0317742 ]
 [0.05192592]
 ...
 [0.00135225]
 [0.0033096 ]
 [0.00494329]]"
2448,+6b,valve,id_04,normal,00000390.wav,+6b/valve/id_04/normal/00000390.wav,[0.00104141 0.0018158  0.00233078 ... 0.00513458 0.00494003 0.00449371],"[[0.09230796]
 [0.17948411]
 [0.15007968]
 ...
 [0.01315317]
 [0.021697  ]
 [0.02477147]]"
2449,+6b,valve,id_04,normal,00000391.wav,+6b/valve/id_04/normal/00000391.wav,"[ 0.0061264   0.0065155   0.00710297 ... -0.00040054 -0.00031281
 -0.00091934]","[[0.07411689]
 [0.03656209]
 [0.12830035]
 ...
 [0.01897054]
 [0.04874738]
 [0.0606741 ]]"
2450,+6b,valve,id_04,normal,00000392.wav,+6b/valve/id_04/normal/00000392.wav,"[-0.00214386 -0.00244904 -0.00218201 ... -0.00344849 -0.00153732
 -0.00527954]","[[0.42722267]
 [0.40254074]
 [0.29229134]
 ...
 [0.0025414 ]
 [0.0046854 ]
 [0.00728846]]"
2451,+6b,valve,id_04,normal,00000393.wav,+6b/valve/id_04/normal/00000393.wav,"[ 0.00066376 -0.00014496  0.00135422 ... -0.00044632 -0.00172043
 -0.0010643 ]","[[0.15671803]
 [0.16854253]
 [0.20922607]
 ...
 [0.00459471]
 [0.00821348]
 [0.00780691]]"
2452,+6b,valve,id_04,normal,00000394.wav,+6b/valve/id_04/normal/00000394.wav,"[ 0.00177383  0.00191498  0.00193024 ... -0.00356674 -0.00388336
 -0.00314713]","[[5.1482242e-02]
 [3.7742719e-02]
 [3.5421912e-02]
 ...
 [1.1528133e-03]
 [3.5620973e-04]
 [3.0066518e-05]]"
2453,+6b,valve,id_04,normal,00000395.wav,+6b/valve/id_04/normal/00000395.wav,"[-0.00263214 -0.00366592 -0.0046463  ... -0.00167847 -0.00120544
 -0.00088882]","[[0.00691734]
 [0.06775524]
 [0.3349341 ]
 ...
 [0.01034099]
 [0.01009598]
 [0.02889484]]"
2454,+6b,valve,id_04,normal,00000396.wav,+6b/valve/id_04/normal/00000396.wav,"[ 5.7601929e-04 -2.2888184e-05 -1.2512207e-03 ...  4.0779114e-03
  5.4740906e-03  3.9596558e-03]","[[0.1310918 ]
 [0.10567248]
 [0.01443308]
 ...
 [0.00349077]
 [0.0044162 ]
 [0.00422443]]"
2455,+6b,valve,id_04,normal,00000397.wav,+6b/valve/id_04/normal/00000397.wav,"[-0.00383377 -0.00338364 -0.00372314 ...  0.0008812   0.00083923
  0.00161743]","[[0.15363468]
 [0.09016563]
 [0.13359152]
 ...
 [0.02620046]
 [0.01432702]
 [0.03554491]]"
2456,+6b,valve,id_04,normal,00000398.wav,+6b/valve/id_04/normal/00000398.wav,[0.00221634 0.00308609 0.00169373 ... 0.00149155 0.00111389 0.0019989 ],"[[0.15647155]
 [0.19945866]
 [0.15586193]
 ...
 [0.00314506]
 [0.00530237]
 [0.01269589]]"
2457,+6b,valve,id_04,normal,00000399.wav,+6b/valve/id_04/normal/00000399.wav,[0.00430298 0.00230408 0.00044632 ... 0.00134659 0.00120544 0.00169373],"[[0.02290139]
 [0.18909392]
 [0.49888372]
 ...
 [0.02683175]
 [0.00425418]
 [0.01598821]]"
2458,+6b,valve,id_04,normal,00000400.wav,+6b/valve/id_04/normal/00000400.wav,[0.00345993 0.00373459 0.00337601 ... 0.01148605 0.01377869 0.02518845],"[[0.29490417]
 [0.18792947]
 [0.09141686]
 ...
 [0.00195417]
 [0.0008189 ]
 [0.00400785]]"
2459,+6b,valve,id_04,normal,00000401.wav,+6b/valve/id_04/normal/00000401.wav,[0.01425171 0.00878143 0.0184288  ... 0.00228119 0.00245285 0.00227737],"[[0.27934223]
 [0.21567936]
 [0.08291087]
 ...
 [0.00832505]
 [0.0077031 ]
 [0.00921509]]"
2460,+6b,valve,id_04,normal,00000402.wav,+6b/valve/id_04/normal/00000402.wav,"[-1.1444092e-04 -8.3923340e-05  3.8146973e-05 ...  1.2512207e-03
  1.2702942e-03  1.0070801e-03]","[[0.16554548]
 [0.27977848]
 [0.44732514]
 ...
 [0.00440623]
 [0.0006844 ]
 [0.00342857]]"
2461,+6b,valve,id_04,normal,00000403.wav,+6b/valve/id_04/normal/00000403.wav,"[ 0.00160217  0.00161743  0.0010643  ... -0.00360107 -0.00437927
 -0.00529861]","[[0.22360845]
 [0.35439825]
 [0.50188303]
 ...
 [0.00245751]
 [0.00588918]
 [0.00968177]]"
2462,+6b,valve,id_04,normal,00000404.wav,+6b/valve/id_04/normal/00000404.wav,"[-0.00481033 -0.00479889 -0.00536728 ...  0.00385284  0.00344849
  0.0032959 ]","[[1.7927988e-01]
 [1.0130991e-02]
 [2.2066626e-01]
 ...
 [1.4282488e-04]
 [4.5103878e-03]
 [3.5911601e-03]]"
2463,+6b,valve,id_04,normal,00000405.wav,+6b/valve/id_04/normal/00000405.wav,"[-0.00120544 -0.001297   -0.00069427 ... -0.00110245 -0.00082016
 -0.00030136]","[[0.29827622]
 [0.22089854]
 [0.05775092]
 ...
 [0.03037915]
 [0.03364201]
 [0.03355673]]"
2464,+6b,valve,id_04,normal,00000406.wav,+6b/valve/id_04/normal/00000406.wav,"[-0.00167847 -0.00102234 -0.00085831 ...  0.00127792  0.00087357
  0.00146484]","[[0.27809674]
 [0.08991574]
 [0.08995127]
 ...
 [0.00350611]
 [0.00171046]
 [0.00234599]]"
2465,+6b,valve,id_04,normal,00000407.wav,+6b/valve/id_04/normal/00000407.wav,"[ 0.00122833  0.00081253  0.00058746 ... -0.00156021 -0.00101089
 -0.00136948]","[[0.10749169]
 [0.16413045]
 [0.17581911]
 ...
 [0.0065427 ]
 [0.00085686]
 [0.00135183]]"
2466,+6b,valve,id_04,normal,00000408.wav,+6b/valve/id_04/normal/00000408.wav,"[-0.00278473 -0.00336838 -0.00328064 ... -0.00139236 -0.00146866
 -0.00107193]","[[0.24894367]
 [0.29947925]
 [0.14549421]
 ...
 [0.00462811]
 [0.00785457]
 [0.01030192]]"
2467,+6b,valve,id_04,normal,00000409.wav,+6b/valve/id_04/normal/00000409.wav,"[ 0.00424194  0.00504684  0.00555038 ... -0.00281906 -0.00277328
 -0.00277328]","[[1.2207083 ]
 [0.48082024]
 [1.8785683 ]
 ...
 [0.00325401]
 [0.00335402]
 [0.00295437]]"
2468,+6b,valve,id_04,normal,00000410.wav,+6b/valve/id_04/normal/00000410.wav,"[-5.1498413e-04 -3.1280518e-04  1.1444092e-05 ...  1.0871887e-03
 -3.3950806e-04  1.0147095e-03]","[[0.02909353]
 [0.10363536]
 [0.24882671]
 ...
 [0.00123189]
 [0.00302966]
 [0.00279474]]"
2469,+6b,valve,id_04,normal,00000411.wav,+6b/valve/id_04/normal/00000411.wav,"[ 0.00258255  0.0016098  -0.00152969 ... -0.00211334 -0.00225067
 -0.00251007]","[[0.24596599]
 [0.2724564 ]
 [0.18297671]
 ...
 [0.01899495]
 [0.00928901]
 [0.00320871]]"
2470,+6b,valve,id_04,normal,00000412.wav,+6b/valve/id_04/normal/00000412.wav,"[-0.00026321  0.00086975  0.00134659 ...  0.00230026  0.00188065
  0.00191879]","[[0.38258898]
 [0.25628754]
 [0.22394027]
 ...
 [0.00339127]
 [0.00228743]
 [0.00698451]]"
2471,+6b,valve,id_04,normal,00000413.wav,+6b/valve/id_04/normal/00000413.wav,"[ 0.00017929  0.00085449  0.00158691 ... -0.00227356 -0.00195694
 -0.00171661]","[[0.7024939 ]
 [0.91376513]
 [0.7568666 ]
 ...
 [0.0640194 ]
 [0.09455446]
 [0.1056683 ]]"
2472,+6b,valve,id_04,normal,00000414.wav,+6b/valve/id_04/normal/00000414.wav,[0.00397491 0.00429153 0.00474167 ... 0.00530624 0.00435638 0.00335693],"[[0.19727407]
 [0.07415777]
 [0.06985047]
 ...
 [0.00477438]
 [0.00221246]
 [0.00089154]]"
2473,+6b,valve,id_04,normal,00000415.wav,+6b/valve/id_04/normal/00000415.wav,"[ 0.00475693  0.00416183  0.00361252 ... -0.00030899  0.00128937
  0.00297546]","[[0.01094637]
 [0.04562061]
 [0.16309029]
 ...
 [0.00047729]
 [0.00836625]
 [0.01153243]]"
2474,+6b,valve,id_04,normal,00000416.wav,+6b/valve/id_04/normal/00000416.wav,"[ 0.0003891   0.0005722   0.00055695 ...  0.00084686 -0.00081253
 -0.00108337]","[[0.5901737 ]
 [0.27534592]
 [0.04170224]
 ...
 [0.00580893]
 [0.00923228]
 [0.01191595]]"
2475,+6b,valve,id_04,normal,00000417.wav,+6b/valve/id_04/normal/00000417.wav,"[-0.00347519 -0.00286865 -0.00191879 ...  0.00615692  0.00595856
  0.00627136]","[[8.6776853e-01]
 [8.6104953e-01]
 [7.5735760e-01]
 ...
 [1.1707989e-02]
 [3.9383685e-03]
 [8.0928497e-04]]"
2476,+6b,valve,id_04,normal,00000418.wav,+6b/valve/id_04/normal/00000418.wav,"[ 0.00107574  0.00167084  0.00144196 ... -0.00179291 -0.00230789
 -0.00227356]","[[0.53609234]
 [0.5968501 ]
 [0.6158143 ]
 ...
 [0.03421814]
 [0.05717345]
 [0.06241905]]"
2477,+6b,valve,id_04,normal,00000419.wav,+6b/valve/id_04/normal/00000419.wav,"[ 0.00499344  0.00374603  0.00280762 ... -0.0027504  -0.00175476
 -0.00053406]","[[1.5476892 ]
 [0.301841  ]
 [1.2005528 ]
 ...
 [0.00630384]
 [0.00194655]
 [0.00171479]]"
